FIELD	KIND	PATH	LINE	COLUMN	VARIABLE	EXPRESSION	SOURCE
address	read	mbsebbs/change.c	576	39	exitinfo	exitinfo.address[1]	"Syslog('+', ""            \""%s\"""", exitinfo.address[1]);"
address	read	mbsebbs/change.c	577	39	exitinfo	exitinfo.address[2]	"Syslog('+', ""            \""%s\"""", exitinfo.address[2]);"
address	read	mbsebbs/change.c	585	9	exitinfo	exitinfo.address[0]	PUTSTR(exitinfo.address[0]);
address	read	mbsebbs/change.c	587	9	exitinfo	exitinfo.address[1]	PUTSTR(exitinfo.address[1]);
address	read	mbsebbs/change.c	589	9	exitinfo	exitinfo.address[2]	PUTSTR(exitinfo.address[2]);
address	read	mbsebbs/change.c	605	13	exitinfo	exitinfo.address[0]	if (strlen(exitinfo.address[0]) || strlen(exitinfo.address[1]) || strlen(exitinfo.address[2]))
address	read	mbsebbs/change.c	605	44	exitinfo	exitinfo.address[1]	if (strlen(exitinfo.address[0]) || strlen(exitinfo.address[1]) || strlen(exitinfo.address[2]))
address	read	mbsebbs/change.c	605	75	exitinfo	exitinfo.address[2]	if (strlen(exitinfo.address[0]) || strlen(exitinfo.address[1]) || strlen(exitinfo.address[2]))
address	read	mbsebbs/change.c	614	39	exitinfo	exitinfo.address[0]	"Syslog('+', ""New address \""%s\"""", exitinfo.address[0]);"
address	read	mbsebbs/change.c	615	39	exitinfo	exitinfo.address[1]	"Syslog('+', ""            \""%s\"""", exitinfo.address[1]);"
address	read	mbsebbs/change.c	616	39	exitinfo	exitinfo.address[2]	"Syslog('+', ""            \""%s\"""", exitinfo.address[2]);"
address	read	mbsebbs/dispfile.c	552	28	exitinfo	exitinfo.address[0]	"snprintf(temp, 81, ""%s"", exitinfo.address[0]);"
address	read	mbsebbs/dispfile.c	556	28	exitinfo	exitinfo.address[1]	"snprintf(temp, 81, ""%s"", exitinfo.address[1]);"
address	read	mbsebbs/dispfile.c	560	28	exitinfo	exitinfo.address[2]	"snprintf(temp, 81, ""%s"", exitinfo.address[2]);"
address	read	mbsebbs/newuser.c	300	17	usrconfig	usrconfig.address[0]	if (strlen(usrconfig.address[0]) || strlen(usrconfig.address[1]) || strlen(usrconfig.address[2]))
address	read	mbsebbs/newuser.c	300	49	usrconfig	usrconfig.address[1]	if (strlen(usrconfig.address[0]) || strlen(usrconfig.address[1]) || strlen(usrconfig.address[2]))
address	read	mbsebbs/newuser.c	300	81	usrconfig	usrconfig.address[2]	if (strlen(usrconfig.address[0]) || strlen(usrconfig.address[1]) || strlen(usrconfig.address[2]))
address	read	mbsetup/m_users.c	150	9	user	user->address[i][sizeof(user->address[i]	user->address[i][sizeof(user->address[i]) - 1] = '\0';
address	read	mbsetup/m_users.c	601	21	usrconfig	usrconfig.address[0]	show_str( 8,17,40, usrconfig.address[0]);
address	read	mbsetup/m_users.c	602	21	usrconfig	usrconfig.address[1]	show_str( 9,17,40, usrconfig.address[1]);
address	read	mbsetup/m_users.c	603	21	usrconfig	usrconfig.address[2]	show_str(10,17,40, usrconfig.address[2]);
address	read	mbsetup/m_users.c	1096	42	usrconfig	usrconfig.address[0]	"add_webtable(wp, (char *)""Address"", usrconfig.address[0]);"
address	read	mbsetup/m_users.c	1097	42	usrconfig	usrconfig.address[1]	"add_webtable(wp, (char *)""Address"", usrconfig.address[1]);"
address	read	mbsetup/m_users.c	1098	42	usrconfig	usrconfig.address[2]	"add_webtable(wp, (char *)""Address"", usrconfig.address[2]);"
address	write	mbsebbs/change.c	602	9	exitinfo	exitinfo.address[i]	Setup(exitinfo.address[i], temp);
address	write	mbsebbs/newuser.c	298	11	usrconfig	usrconfig.address[i]	GetstrC(usrconfig.address[i], 40);
address	write	mbsetup/m_users.c	645	37	usrconfig	usrconfig.address[j-3]	"case 5: E_STR(j+5,17,40,usrconfig.address[j-3],""^Address^""); break;"
iConnectTime	read	mbsebbs/dispfile.c	472	28	exitinfo	exitinfo.iConnectTime	"snprintf(temp, 81, ""%d"", exitinfo.iConnectTime);"
iConnectTime	read	mbsebbs/misc.c	202	19	exitinfo	exitinfo.iConnectTime	LCALL.CallTime = exitinfo.iConnectTime;
iConnectTime	read	mbsebbs/timestats.c	81	59	exitinfo	exitinfo.iConnectTime	"snprintf(msg, 81, ""%s %d %s"", (char *) Language(138), exitinfo.iConnectTime, (char *) Language(471));"
iConnectTime	read-write	mbsebbs/timecheck.c	110	6	exitinfo	exitinfo.iConnectTime	exitinfo.iConnectTime += Elapsed;
iConnectTime	write	mbsebbs/user.c	435	6	usrconfig	usrconfig.iConnectTime	"usrconfig.iConnectTime = 0;	     /* Set connect time to Zero          */"
iConnectTime	write	mbsebbs/user.c	449	5	usrconfig	usrconfig.iConnectTime	usrconfig.iConnectTime = 0;
iLanguage	read	mbsebbs/mail.c	2927	34	exitinfo	exitinfo.iLanguage	"fprintf(fd,""BBSLANGUAGE='%c'\n"",exitinfo.iLanguage);"
iLanguage	read	mbsebbs/user.c	270	18	usrconfig	usrconfig.iLanguage	Set_Language(usrconfig.iLanguage);
iLanguage	read	mbsetup/m_users.c	613	25	usrconfig	usrconfig.iLanguage	"snprintf(temp, 4, ""%c"",usrconfig.iLanguage);"
iLanguage	read	mbsetup/m_users.c	1106	30	usrconfig	usrconfig.iLanguage	"snprintf(temp, 4, ""%c"", usrconfig.iLanguage);"
iLanguage	write	fortytwo-auth/src/legacy_userdb_provision.c	445	5	record	record->iLanguage	record->iLanguage = registration->defaults.language;
iLanguage	write	mbsebbs/change.c	131	6	exitinfo	exitinfo.iLanguage	exitinfo.iLanguage = iLang;
iLanguage	write	mbsebbs/newuser.c	103	5	usrconfig	usrconfig.iLanguage	usrconfig.iLanguage = iLang;
iLanguage	write	mbsetup/m_users.c	682	14	usrconfig	usrconfig.iLanguage	"case 14:usrconfig.iLanguage = PickLanguage((char *)""15.14"");"
iLastFileArea	read	mbsebbs/user.c	326	19	usrconfig	usrconfig.iLastFileArea	iAreaNumber = usrconfig.iLastFileArea;
iLastFileArea	read	mbsebbs/user.c	585	17	exitinfo	exitinfo.iLastFileArea	SetFileArea(exitinfo.iLastFileArea);
iLastFileArea	write	fortytwo-auth/src/legacy_userdb_provision.c	443	5	record	record->iLastFileArea	record->iLastFileArea = 1;
iLastFileArea	write	mbsebbs/bye.c	118	13	usrconfig	usrconfig.iLastFileArea	usrconfig.iLastFileArea = iAreaNumber;
iLastFileArea	write	mbsebbs/newuser.c	459	5	usrconfig	usrconfig.iLastFileArea	usrconfig.iLastFileArea   = 1;
iLastMsgArea	read	mbsebbs/offline.c	714	16	exitinfo	exitinfo.iLastMsgArea	SetMsgArea(exitinfo.iLastMsgArea);
iLastMsgArea	read	mbsebbs/user.c	327	22	usrconfig	usrconfig.iLastMsgArea	iMsgAreaNumber = usrconfig.iLastMsgArea;
iLastMsgArea	read	mbsebbs/user.c	590	16	usrconfig	usrconfig.iLastMsgArea	SetMsgArea(usrconfig.iLastMsgArea);
iLastMsgArea	write	fortytwo-auth/src/legacy_userdb_provision.c	444	5	record	record->iLastMsgArea	record->iLastMsgArea = 1;
iLastMsgArea	write	mbsebbs/bye.c	119	13	usrconfig	usrconfig.iLastMsgArea	usrconfig.iLastMsgArea = iMsgAreaNumber;
iLastMsgArea	write	mbsebbs/newuser.c	460	5	usrconfig	usrconfig.iLastMsgArea	usrconfig.iLastMsgArea    = 1;
iPosted	read	mbsebbs/dispfile.c	512	28	exitinfo	exitinfo.iPosted	"snprintf(temp, 81, ""%d"", exitinfo.iPosted);"
iPosted	read	mbsebbs/door.c	269	32	exitinfo	exitinfo.iPosted	"fprintf(fp, ""%d\r\n\032"", exitinfo.iPosted);"
iPosted	read	mbsetup/m_users.c	551	19	usrconfig	usrconfig.iPosted	show_int( 15,68, usrconfig.iPosted);
iPosted	read	mbsetup/m_users.c	1086	50	usrconfig	usrconfig.iPosted	"add_webdigit(wp, (char *)""Posted messages"", usrconfig.iPosted);"
iPosted	read-write	mbnntp/rfc2ftn.c	769	4	usrconfig	usrconfig.iPosted	usrconfig.iPosted++;
iPosted	read-write	mbsebbs/email.c	347	5	exitinfo	exitinfo.iPosted	exitinfo.iPosted++;
iPosted	read-write	mbsebbs/mail.c	870	5	exitinfo	exitinfo.iPosted	exitinfo.iPosted++;
iPosted	read-write	mbsebbs/offline.c	1635	6	exitinfo	exitinfo.iPosted	exitinfo.iPosted += i;
iPosted	read-write	mbsebbs/offline.c	2457	2	exitinfo	exitinfo.iPosted	exitinfo.iPosted += nPosted;
iStatus	write	mbsebbs/whoson.c	218	5	exitinfo	exitinfo.iStatus	exitinfo.iStatus = iStatus;
iTimeLeft	read	mbsebbs/dispfile.c	476	28	exitinfo	exitinfo.iTimeLeft	"snprintf(temp, 81, ""%d"", exitinfo.iTimeLeft);"
iTimeLeft	read	mbsebbs/dispfile.c	504	49	exitinfo	exitinfo.iTimeLeft	"snprintf(temp, 81, ""%d"", exitinfo.iTimeUsed + exitinfo.iTimeLeft);"
iTimeLeft	read	mbsebbs/door.c	190	16	exitinfo	exitinfo.iTimeLeft	alarm_set((exitinfo.iTimeLeft * 60) - 10);
iTimeLeft	read	mbsebbs/door.c	191	13	exitinfo	exitinfo.iTimeLeft	Altime((exitinfo.iTimeLeft * 60));
iTimeLeft	read	mbsebbs/door.c	231	28	exitinfo	exitinfo.iTimeLeft	"fprintf(fp, ""%d\r\n"", exitinfo.iTimeLeft * 60);	/* Seconds	*/"
iTimeLeft	read	mbsebbs/door.c	232	28	exitinfo	exitinfo.iTimeLeft	"fprintf(fp, ""%d\r\n"", exitinfo.iTimeLeft);	/* Minutes	*/"
iTimeLeft	read	mbsebbs/door.c	301	28	exitinfo	exitinfo.iTimeLeft	"fprintf(fp, ""%d\r\n"", exitinfo.iTimeLeft);	    /* User's time left in minutes	*/"
iTimeLeft	read	mbsebbs/door.c	361	35	exitinfo	exitinfo.iTimeLeft	"fprintf(fp, ""%d\r\n"", exitinfo.iTimeLeft);"
iTimeLeft	read	mbsebbs/timecheck.c	116	9	exitinfo	exitinfo.iTimeLeft	if (exitinfo.iTimeLeft <= 0) {
iTimeLeft	read	mbsebbs/timestats.c	89	59	exitinfo	exitinfo.iTimeLeft	"snprintf(msg, 81, ""%s %d %s"", (char *) Language(140), exitinfo.iTimeLeft, (char *) Language(471));"
iTimeLeft	read	mbsebbs/timestats.c	93	80	exitinfo	exitinfo.iTimeLeft	"snprintf(msg, 81, ""%s %d %s"", (char *) Language(141), exitinfo.iTimeUsed + exitinfo.iTimeLeft, (char *) Language(471));"
iTimeLeft	read	mbsebbs/transfer.c	272	14	exitinfo	exitinfo.iTimeLeft	alarm_set(((exitinfo.iTimeLeft + 10) * 60) - 10);
iTimeLeft	read	mbsebbs/transfer.c	273	10	exitinfo	exitinfo.iTimeLeft	Altime((exitinfo.iTimeLeft + 10) * 60);
iTimeLeft	read	mbsebbs/user.c	497	102	exitinfo	exitinfo.iTimeLeft	"Syslog('+', ""Level %d (%s), %d mins. left, port %s"", exitinfo.Security.level, LIMIT.Description, exitinfo.iTimeLeft, pTTY);"
iTimeLeft	read	mbsebbs/user.c	499	16	exitinfo	exitinfo.iTimeLeft	Time2Go += exitinfo.iTimeLeft * 60;
iTimeLeft	read	mbsebbs/user.c	500	21	exitinfo	exitinfo.iTimeLeft	iUserTimeLeft = exitinfo.iTimeLeft;
iTimeLeft	read	mbsetup/m_users.c	553	19	usrconfig	usrconfig.iTimeLeft	show_int( 16,68, usrconfig.iTimeLeft);
iTimeLeft	read	mbsetup/m_users.c	1087	53	usrconfig	usrconfig.iTimeLeft	"add_webdigit(wp, (char *)""Minutes left today"", usrconfig.iTimeLeft);"
iTimeLeft	read-write	mbsebbs/timecheck.c	109	6	exitinfo	exitinfo.iTimeLeft	exitinfo.iTimeLeft    -= Elapsed;
iTimeLeft	write	fortytwo-auth/src/legacy_userdb_provision.c	440	5	record	record->iTimeLeft	record->iTimeLeft = 20;
iTimeLeft	write	mbsebbs/newuser.c	455	5	usrconfig	usrconfig.iTimeLeft	usrconfig.iTimeLeft    = 20;  /* Set Timeleft in users file to 20 */
iTimeLeft	write	mbsebbs/user.c	419	2	usrconfig	usrconfig.iTimeLeft	usrconfig.iTimeLeft = 0; /* Could not find limit, so set to Zero */
iTimeLeft	write	mbsebbs/user.c	431	3	usrconfig	usrconfig.iTimeLeft	usrconfig.iTimeLeft = LIMIT.Time;
iTimeLeft	write	mbsebbs/user.c	433	3	usrconfig	usrconfig.iTimeLeft	usrconfig.iTimeLeft = 86400;
iTimeLeft	write	mbsetup/m_users.c	758	17	usrconfig	usrconfig.iTimeLeft	usrconfig.iTimeLeft = LIMIT.Time;
iTimeLeft	write	mbsetup/m_users.c	760	17	usrconfig	usrconfig.iTimeLeft	usrconfig.iTimeLeft = 86400;
iTimeUsed	read	mbsebbs/dispfile.c	468	28	exitinfo	exitinfo.iTimeUsed	"snprintf(temp, 81, ""%d"", exitinfo.iTimeUsed);"
iTimeUsed	read	mbsebbs/dispfile.c	504	28	exitinfo	exitinfo.iTimeUsed	"snprintf(temp, 81, ""%d"", exitinfo.iTimeUsed + exitinfo.iTimeLeft);"
iTimeUsed	read	mbsebbs/timestats.c	85	59	exitinfo	exitinfo.iTimeUsed	"snprintf(msg, 81, ""%s %d %s"", (char *) Language(139), exitinfo.iTimeUsed, (char *) Language(471));"
iTimeUsed	read	mbsebbs/timestats.c	93	59	exitinfo	exitinfo.iTimeUsed	"snprintf(msg, 81, ""%s %d %s"", (char *) Language(141), exitinfo.iTimeUsed + exitinfo.iTimeLeft, (char *) Language(471));"
iTimeUsed	read-write	mbsebbs/timecheck.c	111	6	exitinfo	exitinfo.iTimeUsed	exitinfo.iTimeUsed    += Elapsed;
iTimeUsed	write	mbsebbs/user.c	420	2	usrconfig	usrconfig.iTimeUsed	usrconfig.iTimeUsed = 0; /* Set to Zero as well  */
iTimeUsed	write	mbsebbs/user.c	434	6	usrconfig	usrconfig.iTimeUsed	usrconfig.iTimeUsed    = 0;          /* Set time used today to Zero       */
iTimeUsed	write	mbsetup/m_users.c	761	13	usrconfig	usrconfig.iTimeUsed	usrconfig.iTimeUsed = 0;
iTotalCalls	read	mbsebbs/dispfile.c	464	29	exitinfo	exitinfo.iTotalCalls	"snprintf(temp, 81, ""%d"",  exitinfo.iTotalCalls);"
iTotalCalls	read	mbsebbs/door.c	229	28	exitinfo	exitinfo.iTotalCalls	"fprintf(fp, ""%d\r\n"", exitinfo.iTotalCalls);"
iTotalCalls	read	mbsebbs/misc.c	201	19	exitinfo	exitinfo.iTotalCalls	LCALL.Calls    = exitinfo.iTotalCalls;
iTotalCalls	read	mbsebbs/user.c	345	9	usrconfig	usrconfig.iTotalCalls	if (usrconfig.iTotalCalls == 0)
iTotalCalls	read	mbsebbs/userlist.c	116	87	u	u.iTotalCalls	"snprintf(msg, 81, ""%-30s%-14s%-10d"", u.sLocation, StrDateDMY(u.tLastLoginDate), u.iTotalCalls);"
iTotalCalls	read	mbsebbs/userlist.c	137	86	u	u.iTotalCalls	"snprintf(msg, 81, ""%-30s%-14s%-10d"", u.sLocation, StrDateDMY(u.tLastLoginDate), u.iTotalCalls);"
iTotalCalls	read	mbsetup/m_users.c	546	19	usrconfig	usrconfig.iTotalCalls	show_int( 10,68, usrconfig.iTotalCalls);
iTotalCalls	read	mbsetup/m_users.c	1081	46	usrconfig	usrconfig.iTotalCalls	"add_webdigit(wp, (char *)""Total calls"", usrconfig.iTotalCalls);"
iTotalCalls	read	mbutils/mbuser.c	265	10	usr	usr.iTotalCalls	if (usr.iTotalCalls == 0)
iTotalCalls	read-write	mbnntp/auth.c	192	5	usrconfig	usrconfig.iTotalCalls	usrconfig.iTotalCalls++;
iTotalCalls	read-write	mbsebbs/user.c	463	5	usrconfig	usrconfig.iTotalCalls	usrconfig.iTotalCalls++;
ieASCII8	write	fortytwo-auth/src/legacy_userdb_provision.c	438	5	record	record->ieASCII8	record->ieASCII8 = 1U;
ieASCII8	write	mbsebbs/newuser.c	522	5	usrconfig	usrconfig.ieASCII8	usrconfig.ieASCII8     = TRUE;
ieFILE	read	mbsebbs/change.c	396	9	exitinfo	exitinfo.ieFILE	if (exitinfo.ieFILE) {
ieFILE	read	mbsebbs/change.c	408	50	exitinfo	exitinfo.ieFILE	"Syslog('+', ""Check New Files changed to %s"", exitinfo.ieFILE ?""True"":""False"");"
ieFILE	read	mbsebbs/dispfile.c	532	28	exitinfo	exitinfo.ieFILE	"snprintf(temp, 81, ""%s"", exitinfo.ieFILE?(char *)Language(147):(char *)Language(148));"
ieFILE	read	mbsebbs/user.c	577	9	exitinfo	exitinfo.ieFILE	if (exitinfo.ieFILE && (!IsNew)) {
ieFILE	read	mbsetup/m_users.c	623	21	usrconfig	usrconfig.ieFILE	show_bool(15,71,   usrconfig.ieFILE);
ieFILE	read	mbsetup/m_users.c	1116	62	usrconfig	usrconfig.ieFILE	"add_webtable(wp, (char *)""Display newfiles"", getboolean(usrconfig.ieFILE));"
ieFILE	write	fortytwo-auth/src/legacy_userdb_provision.c	436	5	record	record->ieFILE	record->ieFILE = registration->defaults.new_file_scan ? 1U : 0U;
ieFILE	write	mbsebbs/change.c	397	2	exitinfo	exitinfo.ieFILE	exitinfo.ieFILE = FALSE;
ieFILE	write	mbsebbs/change.c	401	2	exitinfo	exitinfo.ieFILE	exitinfo.ieFILE = TRUE;
ieFILE	write	mbsebbs/newuser.c	493	14	usrconfig	usrconfig.ieFILE	case NO:    usrconfig.ieFILE = FALSE;
ieFILE	write	mbsebbs/newuser.c	495	14	usrconfig	usrconfig.ieFILE	case YES:   usrconfig.ieFILE = TRUE;
ieFILE	write	mbsebbs/newuser.c	506	8	usrconfig	usrconfig.ieFILE	usrconfig.ieFILE = TRUE;
ieFILE	write	mbsebbs/newuser.c	510	8	usrconfig	usrconfig.ieFILE	usrconfig.ieFILE = FALSE;
ieFILE	write	mbsetup/m_users.c	695	34	usrconfig	usrconfig.ieFILE	"case 23:E_BOOL(15,71,usrconfig.ieFILE,       ""Show ^New Files^ when logging in""); break;"
ieNEWS	read	mbsebbs/change.c	720	9	exitinfo	exitinfo.ieNEWS	if (exitinfo.ieNEWS) {
ieNEWS	read	mbsebbs/change.c	731	43	exitinfo	exitinfo.ieNEWS	"Syslog('+', ""News bullentins now %s"", exitinfo.ieNEWS?""True"":""False"");"
ieNEWS	read	mbsebbs/dispfile.c	492	29	exitinfo	exitinfo.ieNEWS	"snprintf(temp, 81, ""%s"", exitinfo.ieNEWS?(char *)Language(147):(char *)Language(148));"
ieNEWS	read	mbsebbs/user.c	510	9	exitinfo	exitinfo.ieNEWS	if (exitinfo.ieNEWS) {
ieNEWS	read	mbsetup/m_users.c	622	21	usrconfig	usrconfig.ieNEWS	show_bool(14,71,   usrconfig.ieNEWS);
ieNEWS	read	mbsetup/m_users.c	1115	58	usrconfig	usrconfig.ieNEWS	"add_webtable(wp, (char *)""Display news"", getboolean(usrconfig.ieNEWS));"
ieNEWS	write	fortytwo-auth/src/legacy_userdb_provision.c	437	5	record	record->ieNEWS	record->ieNEWS = 1U;
ieNEWS	write	mbsebbs/change.c	721	2	exitinfo	exitinfo.ieNEWS	exitinfo.ieNEWS = FALSE;
ieNEWS	write	mbsebbs/change.c	725	2	exitinfo	exitinfo.ieNEWS	exitinfo.ieNEWS = TRUE;
ieNEWS	write	mbsebbs/newuser.c	519	5	usrconfig	usrconfig.ieNEWS	usrconfig.ieNEWS       = TRUE;
ieNEWS	write	mbsetup/m_users.c	694	34	usrconfig	usrconfig.ieNEWS	"case 22:E_BOOL(14,71,usrconfig.ieNEWS,       ""Show ^News Bulletins^ when logging in""); break;"
sComment	metadata	fortytwo-auth/src/legacy_userdb.c	668	46	record	record.sComment	sizeof(record.sComment)) ||
sComment	metadata	fortytwo-auth/src/legacy_userdb_provision.c	1200	46	record	record.sComment	sizeof(record.sComment)) ||
sComment	metadata	fortytwo-auth/src/legacy_userdb_provision.c	2375	44	record	record.sComment	sizeof(record.sComment)) &&
sComment	read	fortytwo-auth/src/legacy_userdb.c	667	39	record	record.sComment	!fixed_text_is_terminated(record.sComment,
sComment	read	fortytwo-auth/src/legacy_userdb.c	693	21	record	record.sComment	record.sComment, &audit->registration_marker_present,
sComment	read	fortytwo-auth/src/legacy_userdb_provision.c	1199	39	record	record.sComment	!fixed_text_is_terminated(record.sComment,
sComment	read	fortytwo-auth/src/legacy_userdb_provision.c	1217	20	record	record.sComment	if (strcmp(record.sComment, expected_record_marker) == 0 &&
sComment	read	fortytwo-auth/src/legacy_userdb_provision.c	2374	37	record	record.sComment	fixed_text_is_terminated(record.sComment,
sComment	read	fortytwo-auth/src/legacy_userdb_provision.c	2380	19	record	record.sComment	strcmp(record.sComment, expected_record_marker) == 0 &&
sComment	read	mbsebbs/door.c	267	28	exitinfo	exitinfo.sComment	"fprintf(fp, ""%s\r\n"", exitinfo.sComment);"
sComment	read	mbsetup/m_users.c	539	22	usrconfig	usrconfig.sComment	show_str( 18,17,63, usrconfig.sComment);
sComment	read	mbsetup/m_users.c	1076	42	usrconfig	usrconfig.sComment	"add_webtable(wp, (char *)""Comment"", usrconfig.sComment);"
sComment	write	fortytwo-auth/src/legacy_userdb_provision.c	418	12	record	record->sComment	memcpy(record->sComment, record_marker, strlen(record_marker) + 1U);
sComment	write	mbsetup/m_users.c	152	5	user	user->sComment[sizeof(user->sComment) - 1]	user->sComment[sizeof(user->sComment) - 1] = '\0';
sComment	write	mbsetup/m_users.c	864	26	usrconfig	usrconfig.sComment	"case 9 :E_STR( 18,17,62,usrconfig.sComment,       ""A ^Comment^ for this user""); break;"
sDataPhone	read	mbsebbs/change.c	687	42	exitinfo	exitinfo.sDataPhone	"Syslog('+', ""Old data phone \""%s\"""", exitinfo.sDataPhone);"
sDataPhone	read	mbsebbs/change.c	709	42	exitinfo	exitinfo.sDataPhone	"Syslog('+', ""New data phone \""%s\"""", exitinfo.sDataPhone);"
sDataPhone	read	mbsebbs/dispfile.c	444	28	exitinfo	exitinfo.sDataPhone	"snprintf(temp, 81, ""%s"", exitinfo.sDataPhone);"
sDataPhone	read	mbsebbs/door.c	226	28	exitinfo	exitinfo.sDataPhone	"fprintf(fp, ""%s\r\n"", exitinfo.sDataPhone);"
sDataPhone	read	mbsebbs/newuser.c	917	29	u	u.sDataPhone	(strlen(u.sDataPhone) &&  (strcmp(u.sDataPhone, Number) == 0))) {
sDataPhone	read	mbsebbs/newuser.c	917	55	u	u.sDataPhone	(strlen(u.sDataPhone) &&  (strcmp(u.sDataPhone, Number) == 0))) {
sDataPhone	read	mbsebbs/newuser.c	919	110	u	u.sDataPhone	"Syslog('b', ""Dupe phones ref: \""%s\"" voice: \""%s\"" data: \""%s\"""", Number, u.sVoicePhone, u.sDataPhone);"
sDataPhone	read	mbsetup/m_users.c	605	21	usrconfig	usrconfig.sDataPhone	show_str(12,17,19, usrconfig.sDataPhone);
sDataPhone	read	mbsetup/m_users.c	1100	45	usrconfig	usrconfig.sDataPhone	"add_webtable(wp, (char *)""Data phone"", usrconfig.sDataPhone);"
sDataPhone	write	mbsebbs/change.c	704	13	exitinfo	exitinfo.sDataPhone	strcpy(exitinfo.sDataPhone, temp);
sDataPhone	write	mbsebbs/newuser.c	239	10	usrconfig	usrconfig.sDataPhone	strcpy(usrconfig.sDataPhone, usrconfig.sVoicePhone);
sDataPhone	write	mbsebbs/newuser.c	249	10	usrconfig	usrconfig.sDataPhone	strcpy(usrconfig.sDataPhone, temp);
sDataPhone	write	mbsetup/m_users.c	147	5	user	user->sDataPhone[sizeof(user->sDataPhone) - 1]	user->sDataPhone[sizeof(user->sDataPhone) - 1] = '\0';
sDataPhone	write	mbsetup/m_users.c	647	37	usrconfig	usrconfig.sDataPhone	"case 7: E_STR(12,17,16, usrconfig.sDataPhone,  ""The ^Data Phone^ number of this user""); break;"
sDateOfBirth	read	mbsebbs/change.c	814	31	exitinfo	exitinfo.sDateOfBirth	"Syslog('+', ""Old DOB %s"", exitinfo.sDateOfBirth);"
sDateOfBirth	read	mbsebbs/change.c	828	31	exitinfo	exitinfo.sDateOfBirth	"Syslog('+', ""New DOB %s"", exitinfo.sDateOfBirth);"
sDateOfBirth	read	mbsebbs/dispfile.c	508	28	exitinfo	exitinfo.sDateOfBirth	"snprintf(temp, 81, ""%s"", exitinfo.sDateOfBirth);"
sDateOfBirth	read	mbsebbs/door.c	249	34	exitinfo	exitinfo.sDateOfBirth	"fprintf(fp, ""%s\r\n"", Rdate(exitinfo.sDateOfBirth, Y2Kdoorsys));"
sDateOfBirth	read	mbsebbs/user.c	366	19	usrconfig	usrconfig.sDateOfBirth	if (!Test_DOB(usrconfig.sDateOfBirth)) {
sDateOfBirth	read	mbsebbs/user.c	369	33	exitinfo	exitinfo.sDateOfBirth	strcpy(usrconfig.sDateOfBirth, exitinfo.sDateOfBirth);
sDateOfBirth	read	mbsebbs/user.c	522	14	exitinfo	exitinfo.sDateOfBirth	if ((strcmp(exitinfo.sDateOfBirth, temp)) == 0)
sDateOfBirth	read	mbsetup/m_users.c	606	21	usrconfig	usrconfig.sDateOfBirth	show_str(13,17,10, usrconfig.sDateOfBirth);
sDateOfBirth	read	mbsetup/m_users.c	1101	48	usrconfig	usrconfig.sDateOfBirth	"add_webtable(wp, (char *)""Date of birth"", usrconfig.sDateOfBirth);"
sDateOfBirth	write	mbsebbs/change.c	823	12	exitinfo	exitinfo.sDateOfBirth	Setup(exitinfo.sDateOfBirth, temp);
sDateOfBirth	write	mbsebbs/newuser.c	393	14	usrconfig	usrconfig.sDateOfBirth	strcpy(usrconfig.sDateOfBirth,temp);
sDateOfBirth	write	mbsebbs/user.c	369	9	usrconfig	usrconfig.sDateOfBirth	strcpy(usrconfig.sDateOfBirth, exitinfo.sDateOfBirth);
sDateOfBirth	write	mbsetup/m_users.c	151	5	user	user->sDateOfBirth[sizeof(user->sDateOfBirth) - 1]	user->sDateOfBirth[sizeof(user->sDateOfBirth) - 1] = '\0';
sDateOfBirth	write	mbsetup/m_users.c	648	37	usrconfig	usrconfig.sDateOfBirth	"case 8: E_STR(13,17,10, usrconfig.sDateOfBirth,""The ^Date of Birth^ in DD-MM-YYYY format""); break;"
sExpiryDate	read	mbsebbs/door.c	242	34	exitinfo	exitinfo.sExpiryDate	"fprintf(fp, ""%s\r\n"", Rdate(exitinfo.sExpiryDate, Y2Kdoorsys));"
sExpiryDate	read	mbsebbs/user.c	376	20	usrconfig	usrconfig.sExpiryDate	SwapDate(temp, usrconfig.sExpiryDate);
sExpiryDate	read	mbsetup/m_users.c	516	21	usrconfig	usrconfig.sExpiryDate	show_str( 8,17,10, usrconfig.sExpiryDate);
sExpiryDate	read	mbsetup/m_users.c	1065	46	usrconfig	usrconfig.sExpiryDate	"add_webtable(wp, (char *)""Expiry date"", usrconfig.sExpiryDate);"
sExpiryDate	write	fortytwo-auth/src/legacy_userdb_provision.c	419	12	record	record->sExpiryDate	"memcpy(record->sExpiryDate, ""00-00-0000"", sizeof(""00-00-0000""));"
sExpiryDate	write	mbsebbs/newuser.c	402	12	usrconfig	usrconfig.sExpiryDate	"strcpy(usrconfig.sExpiryDate,""00-00-0000"");"
sExpiryDate	write	mbsetup/m_users.c	153	5	user	user->sExpiryDate[sizeof(user->sExpiryDate) - 1]	user->sExpiryDate[sizeof(user->sExpiryDate) - 1] = '\0';
sExpiryDate	write	mbsetup/m_users.c	858	26	usrconfig	usrconfig.sExpiryDate	"case 3 :E_STR(  8,17,10,usrconfig.sExpiryDate,    ""The ^Expiry Date^ in DD-MM-YYYY format, 00-00-0000 is no expire""); break;"
sHandle	metadata	fortytwo-auth/src/legacy_userdb.c	666	46	record	record.sHandle	sizeof(record.sHandle)) ||
