FIELD	CATEGORY	AUTHORITY	DECISION_STATUS	POSTGRESQL_TABLE	POSTGRESQL_TARGET	KIND	PATH	LINE	COLUMN	VARIABLE	EXPRESSION	SOURCE
UploadKToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/filesub.c	741	85	exitinfo	exitinfo.UploadKToday	"Syslog('b', ""Uploads %d, Kb %d, Kb today %d"", exitinfo.Uploads, exitinfo.UploadK, exitinfo.UploadKToday);"
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbnntp/auth.c	192	5	usrconfig	usrconfig.iTotalCalls	usrconfig.iTotalCalls++;
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/dispfile.c	464	29	exitinfo	exitinfo.iTotalCalls	"snprintf(temp, 81, ""%d"",  exitinfo.iTotalCalls);"
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/door.c	229	28	exitinfo	exitinfo.iTotalCalls	"fprintf(fp, ""%d\r\n"", exitinfo.iTotalCalls);"
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/misc.c	201	19	exitinfo	exitinfo.iTotalCalls	LCALL.Calls    = exitinfo.iTotalCalls;
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/user.c	345	9	usrconfig	usrconfig.iTotalCalls	if (usrconfig.iTotalCalls == 0)
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbsebbs/user.c	463	5	usrconfig	usrconfig.iTotalCalls	usrconfig.iTotalCalls++;
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/userlist.c	116	87	u	u.iTotalCalls	"snprintf(msg, 81, ""%-30s%-14s%-10d"", u.sLocation, StrDateDMY(u.tLastLoginDate), u.iTotalCalls);"
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/userlist.c	137	86	u	u.iTotalCalls	"snprintf(msg, 81, ""%-30s%-14s%-10d"", u.sLocation, StrDateDMY(u.tLastLoginDate), u.iTotalCalls);"
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	546	19	usrconfig	usrconfig.iTotalCalls	show_int( 10,68, usrconfig.iTotalCalls);
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	1081	46	usrconfig	usrconfig.iTotalCalls	"add_webdigit(wp, (char *)""Total calls"", usrconfig.iTotalCalls);"
iTotalCalls	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbutils/mbuser.c	265	10	usr	usr.iTotalCalls	if (usr.iTotalCalls == 0)
iPosted	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbnntp/rfc2ftn.c	769	4	usrconfig	usrconfig.iPosted	usrconfig.iPosted++;
iPosted	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/dispfile.c	512	28	exitinfo	exitinfo.iPosted	"snprintf(temp, 81, ""%d"", exitinfo.iPosted);"
iPosted	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/door.c	269	32	exitinfo	exitinfo.iPosted	"fprintf(fp, ""%d\r\n\032"", exitinfo.iPosted);"
iPosted	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbsebbs/email.c	347	5	exitinfo	exitinfo.iPosted	exitinfo.iPosted++;
iPosted	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbsebbs/mail.c	870	5	exitinfo	exitinfo.iPosted	exitinfo.iPosted++;
iPosted	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbsebbs/offline.c	1635	6	exitinfo	exitinfo.iPosted	exitinfo.iPosted += i;
iPosted	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbsebbs/offline.c	2457	2	exitinfo	exitinfo.iPosted	exitinfo.iPosted += nPosted;
iPosted	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	551	19	usrconfig	usrconfig.iPosted	show_int( 15,68, usrconfig.iPosted);
iPosted	community-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	1086	50	usrconfig	usrconfig.iPosted	"add_webdigit(wp, (char *)""Posted messages"", usrconfig.iPosted);"
